api,num
FontIsLinked,2922
ForceNexusLookupExW,2923
ForceSyncFgPolicy,2924
Format,2925
FormatDate,2926
FormatDouble,2927
FormatEx,2928
FormatMessageA,2929
FormatMessageW,2930
FormatNumber,2931
FrameRect,2932
FrameRgn,2933
FreeADsMem,2934
FreeADsStr,2935
FreeAddrInfoExW,2936
FreeAddrInfoW,2937
FreeAttributes,2938
FreeBlob,2939
FreeClaimDefinitions,2940
FreeClaimDictionary,2941
FreeConsole,2942
FreeContext,2943
FreeContextBuffer,2944
FreeCredentialsHandle,2945
FreeCryptProvFromCert,2946
FreeDDElParam,2947
FreeEncryptedFileKeyInfo,2948
FreeEncryptionCertificateHashList,2949
FreeEnvironmentStringsA,2950
FreeEnvironmentStringsW,2951
FreeGPOListA,2952
FreeGPOListW,2953
FreeIconList,2954
FreeInheritedFromArray,2955
FreeLibrary,2956
FreeLibraryAndExitThread,2957
FreeLibraryWhenCallbackReturns,2958
FreeLocalData,2959
FreeMibTable,2960
FreeObjectInfo,2961
FreePrinterNotifyInfo,2962
FreePropVariantArray,2963
FreeQuotedString,2964
FreeResource,2965
FreeRgszw,2966
FreeSid,2967
FreeStreamInfo,2968
FreeString,2969
FreeUrlCacheSpaceA,2970
FreeUrlCacheSpaceW,2971
FreeUserPhysicalPages,2972
FreeVirtualBuffer,2973
FsRtlDeregisterUncProvider,2974
FsRtlDissectName,2975
FsRtlFreeFileLock,2976
FsRtlGetNextLargeMcbEntry,2977
FsRtlIsNameInExpression,2978
FsRtlIsNtstatusExpected,2979
FsRtlIsTotalDeviceFailure,2980
FsRtlNormalizeNtstatus,2981
FsRtlPostStackOverflow,2982
FtpCommandA,2983
FtpCommandW,2984
FtpCreateDirectoryA,2985
FtpCreateDirectoryW,2986
FtpDeleteFileA,2987
FtpDeleteFileW,2988
FtpFindFirstFileA,2989
FtpFindFirstFileW,2990
FtpGetCurrentDirectoryA,2991
FtpGetCurrentDirectoryW,2992
FtpGetFileA,2993
FtpGetFileEx,2994
FtpGetFileSize,2995
FtpGetFileW,2996
FtpOpenFileA,2997
FtpOpenFileW,2998
FtpPutFileA,2999
FtpPutFileW,3000
FtpRemoveDirectoryW,3001
FtpSetCurrentDirectoryA,3002
FtpSetCurrentDirectoryW,3003
FveAddAuthMethodInformation,3004
FveAuthWithClearKey,3005
FveAuthWithKey,3006
FveAuthWithPassphraseW,3007
FveAuthWithPasswordW,3008
FveBackupRecoveryInformationToADEx,3009
FveBackupRecoveryPasswordToCloudDomain,3010
FveBackupRecoveryPasswordToSkyDrive,3011
FveBindDataVolume,3012
FveCheckTpmCapability,3013
FveCloseVolume,3014
FveCommitChanges,3015
FveCreateRestoreContext,3016
FveDecryptData,3017
FveDeleteAuthMethod,3018
FveDestroyRestoreContext,3019
FveGetAuthMethodInformation,3020
FveGetConvLogOffset,3021
FveGetIdentity,3022
FveGetInterruptedRangeOffset,3023
FveGetMetadataFromRestoreContext,3024
FveGetSecureBootBindingState,3025
FveGetStatus,3026
FveGetVolumeNameW,3027
FveIsBoundDataVolumeToOSVolume,3028
FveIsDeviceLockedOut,3029
FveLoadConvLog,3030
FveOpenVolumeW,3031
FveRecoverBlock,3032
FveSelectBestRecoveryPasswordByBackupInformation,3033
FveSetAllowKeyExport,3034
FveSupplyInformationBlock,3035
FveSupplyKeyPackage,3036
FveSupplyWatermark,3037
FveuiWizard,3038
FveuipClearFveWizOnStartup,3039
FwEmptyWFAddresses,3040
FwpmBfeStateGet0,3041
FwpmBfeStateSubscribeChanges0,3042
FwpmBfeStateUnsubscribeChanges0,3043
FwpmCalloutAdd0,3044
FwpmEngineClose0,3045
FwpmEngineGetOption0,3046
FwpmEngineOpen0,3047
FwpmEngineSetOption0,3048
FwpmFilterAdd0,3049
FwpmFreeMemory0,3050
FwpmNetEventSubscribe4,3051
FwpmNetEventUnsubscribe0,3052
FwpmProviderAdd0,3053
FwpmProviderContextDeleteByKey0,3054
FwpmSubLayerAdd0,3055
FwpmSubLayerCreateEnumHandle0,3056
FwpmSubLayerDestroyEnumHandle0,3057
FwpmSubLayerEnum0,3058
FwpmTransactionAbort0,3059
FwpmTransactionBegin0,3060
FwpmTransactionCommit0,3061
FwpsAcquireClassifyHandle0,3062
FwpsAcquireWritableLayerDataPointer0,3063
FwpsAllocateCloneNetBufferList0,3064
FwpsAllocateNetBufferAndNetBufferList0,3065
FwpsApplyModifiedLayerData0,3066
FwpsCalloutRegister1,3067
FwpsCalloutRegister2,3068
FwpsCalloutUnregisterByKey0,3069
FwpsCloneStreamData0,3070
FwpsCompleteClassify0,3071
FwpsConstructIpHeaderForTransportPacket0,3072
FwpsCopyStreamDataToBuffer0,3073
FwpsDiscardClonedStreamData0,3074
FwpsFlowAssociateContext0,3075
FwpsFlowRemoveContext0,3076
FwpsFreeCloneNetBufferList0,3077
FwpsFreeNetBufferList0,3078
FwpsInjectNetworkSendAsync0,3079
FwpsInjectTransportReceiveAsync0,3080
FwpsInjectTransportSendAsync0,3081
FwpsInjectionHandleCreate0,3082
FwpsInjectionHandleDestroy0,3083
FwpsPendClassify0,3084
FwpsQueryPacketInjectionState0,3085
FwpsReleaseClassifyHandle0,3086
FwpsStreamInjectAsync0,3087
GDALCheckVersion,3088
GDALCreateScaledProgress,3089
GDALDestroyScaledProgress,3090
GDALScaledProgress,3091
GDALTermProgress,3092
GDALVersionInfo,3093
GR,3094
Garbled,3095
GdiAddFontResourceW,3096
GdiAddGlsBounds,3097
GdiAddGlsRecord,3098
GdiAlphaBlend,3099
GdiArtificialDecrementDriver,3100
GdiCleanCacheDC,3101
GdiComment,3102
GdiConsoleTextOut,3103
GdiConvertAndCheckDC,3104
GdiConvertBitmapV5,3105
GdiConvertBrush,3106
GdiConvertDC,3107
GdiConvertEnhMetaFile,3108
GdiConvertFont,3109
GdiConvertMetaFilePict,3110
GdiConvertPalette,3111
GdiConvertRegion,3112
GdiConvertToDevmodeW,3113
GdiCreateLocalEnhMetaFile,3114
GdiCreateLocalMetaFilePict,3115
GdiDecodeAutoColor,3116
GdiDeleteLocalDC,3117
GdiDeleteSpoolFileHandle,3118
GdiDescribePixelFormat,3119
GdiDllInitialize,3120
GdiEndDocEMF,3121
GdiEndPageEMF,3122
GdiEntry1,3123
GdiEntry10,3124
GdiEntry11,3125
GdiEntry12,3126
GdiEntry13,3127
GdiEntry14,3128
GdiEntry16,3129
GdiEntry2,3130
GdiEntry3,3131
GdiEntry4,3132
GdiEntry5,3133
GdiEntry6,3134
GdiEntry8,3135
GdiEntry9,3136
GdiFixUpHandle,3137
GdiFlush,3138
GdiFullscreenControl,3139
GdiGetBatchLimit,3140
GdiGetCharDimensions,3141
GdiGetCodePage,3142
GdiGetDC,3143
GdiGetDevmodeForPage,3144
GdiGetLocalBrush,3145
GdiGetLocalDC,3146
GdiGetLocalFont,3147
GdiGetPageCount,3148
GdiGetSpoolFileHandle,3149
GdiGradientFill,3150
GdiInitSpool,3151
GdiInitialize,3152
GdiInitializeLanguagePack,3153
GdiIsMetaFileDC,3154
GdiIsMetaPrintDC,3155
GdiIsPlayMetafileDC,3156
GdiPlayDCScript,3157
GdiPlayEMF,3158
GdiPlayJournal,3159
GdiPlayPageEMF,3160
GdiPlayPrivatePageEMF,3161
GdiPlayScript,3162
GdiPrinterThunk,3163
GdiProcessSetup,3164
GdiQueryFonts,3165
GdiQueryTable,3166
GdiRealizationInfo,3167
GdiReleaseDC,3168
GdiReleaseLocalDC,3169
GdiResetDCEMF,3170
GdiSetAttrs,3171
GdiSetBatchLimit,3172
GdiSetLastError,3173
GdiSetPixelFormat,3174
GdiSetServerAttr,3175
GdiStartDocEMF,3176
GdiStartPageEMF,3177
GdiSwapBuffers,3178
GdiTerminate,3179
GdiTransparentBlt,3180
GdiValidateHandle,3181
GdipAddPathArc,3182
GdipAddPathArcI,3183
GdipAddPathBezier,3184
GdipAddPathBezierI,3185
GdipAddPathCurve,3186
GdipAddPathCurveI,3187
GdipAddPathEllipse,3188
GdipAddPathEllipseI,3189
GdipAddPathLine,3190
GdipAddPathLineI,3191
GdipAddPathPolygonI,3192
GdipAddPathRectangle,3193
GdipAddPathRectangleI,3194
GdipAddPathString,3195
GdipAlloc,3196
GdipBitmapGetPixel,3197
GdipBitmapLockBits,3198
GdipBitmapSetPixel,3199
GdipBitmapSetResolution,3200
GdipBitmapUnlockBits,3201
GdipCloneBitmapArea,3202
GdipCloneBitmapAreaI,3203
GdipCloneBrush,3204
GdipCloneFontFamily,3205
GdipCloneImage,3206
GdipClonePath,3207
GdipCloneStringFormat,3208
GdipClosePathFigure,3209
GdipCombineRegionPath,3210
GdipCombineRegionRegion,3211
GdipCreateAdjustableArrowCap,3212
GdipCreateBitmapFromFile,3213
GdipCreateBitmapFromFileICM,3214
GdipCreateBitmapFromGdiDib,3215
GdipCreateBitmapFromGraphics,3216
GdipCreateBitmapFromHBITMAP,3217
GdipCreateBitmapFromHICON,3218
GdipCreateBitmapFromResource,3219
GdipCreateBitmapFromScan0,3220
GdipCreateBitmapFromStream,3221
GdipCreateBitmapFromStreamICM,3222
GdipCreateCachedBitmap,3223
GdipCreateFont,3224
GdipCreateFontFamilyFromName,3225
GdipCreateFontFromDC,3226
GdipCreateFontFromLogfontA,3227
GdipCreateFontFromLogfontW,3228
GdipCreateFromHDC,3229
GdipCreateFromHWND,3230
GdipCreateHBITMAPFromBitmap,3231
GdipCreateHICONFromBitmap,3232
GdipCreateHatchBrush,3233
GdipCreateImageAttributes,3234
GdipCreateLineBrush,3235
GdipCreateLineBrushFromRect,3236
GdipCreateLineBrushFromRectI,3237
GdipCreateLineBrushFromRectWithAngle,3238
GdipCreateLineBrushFromRectWithAngleI,3239
GdipCreateLineBrushI,3240
GdipCreateMatrix,3241
GdipCreateMatrix2,3242
GdipCreateMetafileFromEmf,3243
GdipCreatePath,3244
GdipCreatePath2I,3245
GdipCreatePathGradientFromPath,3246
GdipCreatePathGradientI,3247
GdipCreatePen1,3248
GdipCreatePen2,3249
GdipCreateRegion,3250
GdipCreateRegionHrgn,3251
GdipCreateRegionPath,3252
GdipCreateRegionRectI,3253
GdipCreateSolidFill,3254
GdipCreateStreamOnFile,3255
GdipCreateStringFormat,3256
GdipCreateTexture,3257
GdipCreateTextureIAI,3258
GdipDeleteBrush,3259
GdipDeleteCachedBitmap,3260
GdipDeleteCustomLineCap,3261
GdipDeleteFont,3262
GdipDeleteFontFamily,3263
GdipDeleteGraphics,3264
GdipDeleteMatrix,3265
GdipDeletePath,3266
GdipDeletePen,3267
GdipDeletePrivateFontCollection,3268
GdipDeleteRegion,3269
GdipDeleteStringFormat,3270
GdipDisposeImage,3271
GdipDisposeImageAttributes,3272
GdipDrawCachedBitmap,3273
GdipDrawCurve2I,3274
GdipDrawEllipseI,3275
GdipDrawImageFX,3276
GdipDrawImageI,3277
GdipDrawImagePointRectI,3278
GdipDrawImagePointsI,3279
GdipDrawImageRect,3280
GdipDrawImageRectI,3281
GdipDrawImageRectRect,3282
GdipDrawImageRectRectI,3283
GdipDrawLine,3284
GdipDrawLineI,3285
GdipDrawPath,3286
GdipDrawPolygon,3287
GdipDrawPolygonI,3288
GdipDrawRectangle,3289
GdipDrawRectangleI,3290
GdipDrawString,3291
GdipFillEllipse,3292
GdipFillEllipseI,3293
GdipFillPath,3294
GdipFillPolygon,3295
GdipFillPolygonI,3296
GdipFillRectangle,3297
GdipFillRectangleI,3298
GdipFillRegion,3299
GdipFlattenPath,3300
GdipFlush,3301
GdipFree,3302
GdipGetCellAscent,3303
GdipGetCellDescent,3304
GdipGetClip,3305
GdipGetClipBounds,3306
GdipGetClipBoundsI,3307
GdipGetCompositingQuality,3308
GdipGetDC,3309
GdipGetDpiX,3310
GdipGetDpiY,3311
GdipGetEmHeight,3312
GdipGetFamily,3313
GdipGetFamilyName,3314
GdipGetFontCollectionFamilyCount,3315
GdipGetFontCollectionFamilyList,3316
GdipGetFontHeight,3317
GdipGetFontHeightGivenDPI,3318
GdipGetFontSize,3319
GdipGetFontStyle,3320
GdipGetGenericFontFamilySansSerif,3321
GdipGetImageBounds,3322
GdipGetImageDecoders,3323
GdipGetImageDecodersSize,3324
GdipGetImageDimension,3325
GdipGetImageEncoders,3326
GdipGetImageEncodersSize,3327
GdipGetImageFlags,3328
GdipGetImageGraphicsContext,3329
GdipGetImageHeight,3330
GdipGetImageHorizontalResolution,3331
GdipGetImagePalette,3332
GdipGetImagePaletteSize,3333
GdipGetImagePixelFormat,3334
GdipGetImageRawFormat,3335
GdipGetImageThumbnail,3336
GdipGetImageType,3337
GdipGetImageVerticalResolution,3338
GdipGetImageWidth,3339
GdipGetInterpolationMode,3340
GdipGetLineSpacing,3341
GdipGetLogFontW,3342
GdipGetMatrixElements,3343
GdipGetPathGradientPointCount,3344
GdipGetPathLastPoint,3345
GdipGetPathPointsI,3346
GdipGetPathTypes,3347
GdipGetPathWorldBounds,3348
GdipGetPathWorldBoundsI,3349
GdipGetPenDashArray,3350
GdipGetPenDashCount,3351
GdipGetPenLineJoin,3352
GdipGetPenMiterLimit,3353
GdipGetPenMode,3354
GdipGetPenStartCap,3355
GdipGetPenWidth,3356
GdipGetPixelOffsetMode,3357
GdipGetPointCount,3358
GdipGetPropertySize,3359
GdipGetRegionBounds,3360
GdipGetRegionHRgn,3361
GdipGetSmoothingMode,3362
GdipGetSolidFillColor,3363
GdipGetStringFormatFlags,3364
GdipGetTextContrast,3365
GdipGetTextRenderingHint,3366
GdipGetVisibleClipBounds,3367
GdipGetVisibleClipBoundsI,3368
GdipGetWorldTransform,3369
GdipGraphicsClear,3370
GdipImageGetFrameCount,3371
GdipImageGetFrameDimensionsCount,3372
GdipImageGetFrameDimensionsList,3373
GdipImageRotateFlip,3374
GdipImageSelectActiveFrame,3375
GdipIsStyleAvailable,3376
GdipIsVisiblePoint,3377
GdipLoadImageFromFile,3378
GdipLoadImageFromFileICM,3379
GdipLoadImageFromStream,3380
GdipLoadImageFromStreamICM,3381
GdipMeasureCharacterRanges,3382
GdipMeasureString,3383
GdipMultiplyWorldTransform,3384
GdipNewInstalledFontCollection,3385
GdipNewPrivateFontCollection,3386
GdipPrivateAddFontFile,3387
GdipPrivateAddMemoryFont,3388
GdipReleaseDC,3389
GdipResetClip,3390
GdipResetPath,3391
GdipResetWorldTransform,3392
GdipRestoreGraphics,3393
GdipReversePath,3394
GdipRotateMatrix,3395
GdipRotateWorldTransform,3396
GdipSaveGraphics,3397
GdipSaveImageToFile,3398
GdipSaveImageToStream,3399
GdipScaleMatrix,3400
GdipScaleWorldTransform,3401
GdipSetClipHrgn,3402
GdipSetClipPath,3403
GdipSetClipRect,3404
GdipSetClipRectI,3405
GdipSetClipRegion,3406
GdipSetCompositingMode,3407
GdipSetCompositingQuality,3408
GdipSetImageAttributesColorKeys,3409
GdipSetImageAttributesColorMatrix,3410
GdipSetImageAttributesGamma,3411
GdipSetImageAttributesRemapTable,3412
GdipSetImageAttributesThreshold,3413
GdipSetImageAttributesWrapMode,3414
GdipSetInterpolationMode,3415
GdipSetLineBlend,3416
GdipSetLineColors,3417
GdipSetLineGammaCorrection,3418
GdipSetLinePresetBlend,3419
GdipSetLineTransform,3420
GdipSetLineWrapMode,3421
GdipSetMatrixElements,3422
GdipSetPageUnit,3423
GdipSetPathFillMode,3424
GdipSetPathGradientCenterColor,3425
GdipSetPathGradientCenterPointI,3426
GdipSetPathGradientFocusScales,3427
GdipSetPathGradientGammaCorrection,3428
GdipSetPathGradientPresetBlend,3429
GdipSetPathGradientSurroundColorsWithCount,3430
GdipSetPathGradientTransform,3431
GdipSetPathGradientWrapMode,3432
GdipSetPenColor,3433
GdipSetPenCompoundArray,3434
GdipSetPenCustomEndCap,3435
GdipSetPenCustomStartCap,3436
GdipSetPenDashArray,3437
GdipSetPenDashStyle,3438
GdipSetPenLineCap197819,3439
GdipSetPenLineJoin,3440
GdipSetPenMiterLimit,3441
GdipSetPenMode,3442
GdipSetPenWidth,3443
GdipSetPixelOffsetMode,3444
GdipSetPropertyItem,3445
GdipSetSmoothingMode,3446
GdipSetSolidFillColor,3447
GdipSetStringFormatAlign,3448
GdipSetStringFormatDigitSubstitution,3449
GdipSetStringFormatFlags,3450
GdipSetStringFormatHotkeyPrefix,3451
GdipSetStringFormatLineAlign,3452
GdipSetStringFormatMeasurableCharacterRanges,3453
GdipSetStringFormatTrimming,3454
GdipSetTextContrast,3455
GdipSetTextRenderingHint,3456
GdipSetTextureTransform,3457
GdipSetTextureWrapMode,3458
GdipSetWorldTransform,3459
GdipStartPathFigure,3460
GdipStringFormatGetGenericDefault,3461
GdipStringFormatGetGenericTypographic,3462
GdipTransformPath,3463
GdipTranslateMatrix,3464
GdipTranslateTextureTransform,3465
GdipTranslateWorldTransform,3466
GdipWidenPath,3467
GdipWindingModeOutline,3468
GdiplusShutdown,3469
GdiplusStartup,3470
GenerateActionQueue,3471
GenerateConsoleCtrlEvent,3472
GenericChainCertificateTrust,3473
GenericChainFinalProv,3474
GetACP,3475
GetAGlobal,3476
GetAcceptExSockaddrs,3477
GetAccessPermissionsForObjectW,3478
GetAce,3479
GetAclInformation,3480
GetActiveObject,3481
GetActiveProcessorCount,3482
GetActivePwrScheme,3483
GetActiveWindow,3484
GetAdapterOrderMap,3485
GetAdaptersAddresses,3486
GetAdaptersInfo,3487
GetAddrInfoExCancel,3488
GetAddrInfoExOverlappedResult,3489
GetAddrInfoExW,3490
GetAddrInfoW,3491
GetAgentPath,3492
GetAllUsersProfileDirectoryW,3493
GetAllocMemCount,3494
GetAltMonthNames,3495
GetAltTabInfo,3496
GetAltTabInfoA,3497
GetAltTabInfoW,3498
GetAncestor,3499
GetAndInitializePlatformObject,3500
GetAppCompatFlags,3501
GetAppCompatFlags2,3502
GetAppContainerNamedObjectPath,3503
GetAppDataPath,3504
GetAppDomainIndirect,3505
GetApplicationRecoveryCallback,3506
GetApplicationRestartSettings,3507
GetApplicationUserModelId,3508
GetAppliedGPOListW,3509
GetArcDirection,3510
GetAspectRatioFilterEx,3511
GetAsyncKeyState,3512
GetAtomNameA,3513
GetAtomNameW,3514
GetAttachedMonitorDevice,3515
GetAuditedPermissionsFromAclA,3516
GetAuditedPermissionsFromAclW,3517
GetAvailableLanguages,3518
GetAwarenessFromDpiAwarenessContext,3519
GetBatteryImmersiveIcon,3520
GetBatteryStatusText,3521
GetBestInterface,3522
GetBestInterfaceEx,3523
GetBestRoute,3524
GetBestRoute2,3525
GetBinaryType,3526
GetBinaryTypeA,3527
GetBinaryTypeW,3528
GetBitmapBits,3529
GetBitmapDimensionEx,3530
GetBkColor,3531
GetBkMode,3532
GetBoundsRect,3533
GetBrushAttributes,3534
GetBrushOrgEx,3535
GetCFGString,3536
GetCORSystemDirectory,3537
GetCORVersion,3538
GetCPFileNameFromRegistry,3539
GetCPInfo,3540
GetCPInfoExA,3541
GetCPInfoExW,3542
GetCPUInformation,3543
GetCUIDriverFromClassDevice,3544
GetCalendarDaysInMonth,3545
GetCalendarInfoA,3546
GetCalendarInfoEx,3547
GetCalendarInfoW,3548
GetCapture,3549
GetCaretBlinkTime,3550
GetCaretPos,3551
GetCatalogObject,3552
GetCellGrid2,3553
GetCharABCWidthsA,3554
GetCharABCWidthsFloatA,3555
GetCharABCWidthsFloatW,3556
GetCharABCWidthsI,3557
GetCharABCWidthsW,3558
GetCharWidth32A,3559
GetCharWidth32W,3560
GetCharWidthA,3561
GetCharWidthFloatA,3562
GetCharWidthFloatW,3563
GetCharWidthI,3564
GetCharWidthInfo,3565
GetCharWidthW,3566
GetCharacterPlacementA,3567
GetCharacterPlacementW,3568
GetClaimDefinitions,3569
GetClassFile,3570
GetClassFileOrMime,3571
GetClassInfoA,3572
GetClassInfoExA,3573
GetClassInfoExI,3574
GetClassInfoExW,3575
GetClassInfoW,3576
GetClassLongA,3577
GetClassLongPtrA,3578
GetClassLongPtrW,3579
GetClassLongW,3580
GetClassNameA,3581
GetClassNameW,3582
GetClassWord,3583
GetClientRect,3584
GetClipBox,3585
GetClipCursor,3586
GetClipRgn,3587
GetClipboardData,3588
GetClipboardFormatNameA,3589
GetClipboardFormatNameW,3590
GetClipboardOwner,3591
GetClipboardSequenceNumber,3592
GetClipboardViewer,3593
GetClusterFromGroup,3594
GetClusterFromNetInterface,3595
GetClusterFromNode,3596
GetClusterInformation,3597
GetClusterKey,3598
GetClusterNetInterface,3599
GetClusterNetInterfaceKey,3600
GetClusterNetInterfaceState,3601
GetClusterNetworkId,3602
GetClusterNetworkState,3603
GetClusterNodeId,3604
GetClusterNodeKey,3605
GetClusterNotify,3606
GetClusterQuorumResource,3607
GetClusterResourceState,3608
GetClusterResourceTypeKey,3609
GetColorAdjustment,3610
GetColorDirectoryA,3611
GetColorDirectoryW,3612
GetColorMap,3613
GetColorProfileElement,3614
GetColorProfileElementTag,3615
GetColorProfileFromHandle,3616
GetColorProfileHeader,3617
GetColorSpace,3618
GetComPlusPackageInstallStatus,3619
GetComboBoxInfo,3620
GetCommConfig,3621
GetCommMask,3622
GetCommModemStatus,3623
GetCommProperties,3624
GetCommState,3625
GetCommTimeouts,3626
GetCommandLineA,3627
GetCommandLineW,3628
GetCompressedFileSizeA,3629
GetCompressedFileSizeW,3630
GetComputerNameA,3631
GetComputerNameExA,3632
GetComputerNameExW,3633
GetComputerNameW,3634
GetComputerObject,3635
GetComputerObjectNameW,3636
GetConfigurationFromNativeCode,3637
GetConsoleAliasA,3638
GetConsoleAliasExesA,3639
GetConsoleAliasExesLengthA,3640
GetConsoleAliasExesLengthW,3641
GetConsoleAliasExesW,3642
GetConsoleAliasW,3643
GetConsoleAliasesA,3644
GetConsoleAliasesLengthA,3645
GetConsoleAliasesLengthW,3646
GetConsoleAliasesW,3647
GetConsoleCP,3648
GetConsoleCharType,3649
GetConsoleCommandHistoryA,3650
GetConsoleCommandHistoryLengthA,3651
GetConsoleCommandHistoryLengthW,3652
GetConsoleCommandHistoryW,3653
GetConsoleCursorInfo,3654
GetConsoleCursorMode,3655
GetConsoleDisplayMode,3656
GetConsoleFontInfo,3657
GetConsoleFontSize,3658
GetConsoleHardwareState,3659
GetConsoleInputExeNameA,3660
GetConsoleInputExeNameW,3661
GetConsoleInputWaitHandle,3662
GetConsoleKeyboardLayoutNameA,3663
GetConsoleKeyboardLayoutNameW,3664
GetConsoleMode,3665
GetConsoleNlsMode,3666
GetConsoleOutputCP,3667
GetConsoleProcessList,3668
GetConsoleScreenBufferInfo,3669
GetConsoleSelectionInfo,3670
GetConsoleTitleA,3671
GetConsoleTitleW,3672
GetConsoleWindow,3673
GetControlDependentFile,3674
GetConvertStg,3675
GetCountColorProfileElements,3676
GetCryptProvFromCert,3677
GetCurrencyFormatA,3678
GetCurrencyFormatEx,3679
GetCurrencyFormatW,3680
GetCurrentActCtx,3681
GetCurrentConsoleFont,3682
GetCurrentDirectoryA,3683
GetCurrentDirectoryW,3684
GetCurrentDpiInfo,3685
GetCurrentHwProfileA,3686
GetCurrentHwProfileW,3687
GetCurrentIfoInfo,3688
GetCurrentObject,3689
GetCurrentPackageApplicationContext,3690
GetCurrentPackageContext,3691
GetCurrentPackageInfo,3692
GetCurrentPositionEx,3693
GetCurrentProcess,3694
GetCurrentProcessId,3695
GetCurrentProcessorNumber,3696
GetCurrentProcessorNumberEx,3697
GetCurrentThemeName,3698
GetCurrentThread,3699
GetCurrentThreadCompartmentId,3700
GetCurrentThreadId,3701
GetCursor,3702
GetCursorFrameInfo,3703
GetCursorInfo,3704
GetCursorPos,3705
GetDB5,3706
GetDC,3707
GetDCBrushColor,3708
GetDCEx,3709
GetDCOrgEx,3710
GetDCPenColor,3711
GetDIBColorTable,3712
GetDIBits,3713
GetDateFormatA,3714
GetDateFormatEx,3715
GetDateFormatW,3716
GetDefaultCommConfigA,3717
GetDefaultCommConfigW,3718
GetDefaultOutputFolder,3719
GetDefaultPrinterA,3720
GetDefaultPrinterW,3721
GetDefaultProfileScan,3722
GetDefaultServer,3723
GetDefaultSortkeySize,3724
GetDefaultUserProfileDirectoryW,3725
GetDesktopWindow,3726
GetDeviceCaps,3727
GetDeviceDriverBaseNameA,3728
GetDeviceDriverBaseNameW,3729
GetDeviceDriverFileNameW,3730
GetDeviceGammaRamp,3731
GetDeviceID,3732
GetDevicePowerState,3733
GetDevicesForIScsiSessionW,3734
GetDgnAnchorPropertyData,3735
GetDialogBaseUnits,3736
GetDiskFreeSpaceA,3737
GetDiskFreeSpaceExA,3738
GetDiskFreeSpaceExW,3739
GetDiskFreeSpaceW,3740
GetDisplayConfigBufferSizes,3741
GetDisplayDevice,3742
GetDisplayName,3743
GetDisplayPolicy,3744
GetDlgCtrlID,3745
GetDlgItem,3746
GetDlgItemInt,3747
GetDlgItemTextA,3748
GetDlgItemTextW,3749
GetDllDirectoryA,3750
GetDllDirectoryW,3751
GetDllMajorVersion,3752
GetDocumentBitStg,3753
GetDomainDNSNameForDomain,3754
GetDoubleClickTime,3755
GetDpiForMonitor,3756
GetDpiForShellUIComponent,3757
GetDpiForSystem,3758
GetDpiForWindow,3759
GetDriveTypeA,3760
GetDriveTypeW,3761
GetDriverModuleHandle,3762
GetDurationFormat,3763
GetDurationFormatEx,3764
GetDynamicStruct2,3765
GetDynamicTimeZoneInformation,3766
GetETM,3767
GetEUDCTimeStamp,3768
GetEUDCTimeStampExW,3769
GetEffectiveClientRect,3770
GetEffectiveRightsFromAclA,3771
GetEffectiveRightsFromAclW,3772
GetEnhMetaFileA,3773
GetEnhMetaFileBits,3774
GetEnhMetaFileDescriptionA,3775
GetEnhMetaFileDescriptionW,3776
GetEnhMetaFileHeader,3777
GetEnhMetaFilePaletteEntries,3778
GetEnhMetaFilePixelFormat,3779
GetEnhMetaFileW,3780
GetEnvironmentStrings,3781
GetEnvironmentStringsA,3782
GetEnvironmentStringsW,3783
GetEnvironmentVariableA,3784
GetEnvironmentVariableW,3785
GetErrorData,3786
GetErrorInfo,3787
GetErrorMode,3788
GetEventLogInformation,3789
GetExistingVersion,3790
GetExitCodeProcess,3791
GetExitCodeThread,3792
GetExpandedNameA,3793
GetExpandedNameW,3794
GetExplicitEntriesFromAclA,3795
GetExplicitEntriesFromAclW,3796
GetExtendedTcpTable,3797
GetExtendedUdpTable,3798
GetFeatureEnabledState,3799
GetFeatureVariant,3800
GetFileAttributesA,3801
GetFileAttributesExA,3802
GetFileAttributesExW,3803
GetFileAttributesTransactedW,3804
GetFileAttributesW,3805
GetFileInformationByHandle,3806
GetFileInformationByHandleEx,3807
GetFileMUIPath,3808
GetFilePatchSignatureA,3809
GetFileSecurityA,3810
GetFileSecurityW,3811
GetFileSize,3812
GetFileSizeEx,3813
GetFileTime,3814
GetFileTitleA,3815
GetFileTitleW,3816
GetFileType,3817
GetFileVersionInfoA,3818
GetFileVersionInfoExW,3819
GetFileVersionInfoSizeA,3820
GetFileVersionInfoSizeExW,3821
GetFileVersionInfoSizeW,3822
GetFileVersionInfoW,3823
GetFileXppAlloc,3824
GetFinalPathNameByHandleA,3825
GetFinalPathNameByHandleW,3826
GetFirmwareEnvironmentVariableA,3827
GetFirmwareEnvironmentVariableW,3828
GetFirmwareType,3829
GetFocus,3830
GetFontAssocStatus,3831
GetFontData,3832
GetFontLanguageInfo,3833
GetFontRealizationInfo,3834
GetFontResourceInfoW,3835
GetFontUnicodeRanges,3836
GetForegroundWindow,3837
GetFormA,3838
GetFormW,3839
GetFriendlyIfIndex,3840
GetFullPathNameA,3841
GetFullPathNameW,3842
GetGPOListA,3843
GetGUIThreadInfo,3844
GetGadgetVisual,3845
GetGeoInfoA,3846
GetGeoInfoW,3847
GetGlobalConfigFullPath,3848
GetGlobalConfigFullPathW,3849
GetGlobalPageManager,3850
GetGlobalToolManager,3851
GetGlyphIndicesA,3852
